Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.727

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-05-25, 00:00:02, OK, 80%, 0.00, -1, 0, , 12.370, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:00:32, OK, 80%, 0.00, -1, 0, , 12.370, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:01:02, OK, 80%, 0.00, -1, 0, , 12.370, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:01:32, OK, 80%, 0.00, -1, 0, , 12.370, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:02:02, OK, 80%, 0.00, -1, 0, , 12.369, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:02:32, OK, 80%, 0.00, -1, 0, , 12.369, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:03:02, OK, 80%, 0.00, -1, 0, , 12.369, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:03:32, OK, 80%, 0.00, -1, 0, , 12.368, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:04:02, OK, 80%, 0.00, -1, 0, , 12.368, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:04:32, OK, 80%, 0.00, -1, 0, , 12.368, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:05:02, OK, 80%, 0.00, -1, 0, , 12.368, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:05:32, OK, 80%, 0.00, -1, 0, , 12.368, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:06:02, OK, 80%, 0.00, -1, 0, , 12.368, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:06:32, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:07:02, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:07:32, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:08:02, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:08:32, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:09:02, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:09:32, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:10:02, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:10:32, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:11:02, OK, 80%, 0.00, -1, 0, , 12.367, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:11:32, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:12:02, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:12:32, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:13:02, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:13:32, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:14:02, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:14:32, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:15:02, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
2023-05-25, 00:15:32, OK, 80%, 0.00, -1, 0, , 12.366, 0, 79.5%, , , , , , , , , , , , 
